picocom v3.2a

port is        : /dev/tty.usbmodem103
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/sz -vv
receive_cmd is : /nix/store/qsx6i1q4h7cq5kg1pjmis5q57nskh70f-lrzsz-0.12.20/bin/rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 1262, time steps =   10, qsz =    2, switch = 0 t =    25515 ms. I_w =   7131 mA, erpm =        0, ax =      594, ay =     -424, az =     9819, gx = -0.03809 rad/s, theta =      133 mrad, theta_d =       27 mrad, x =        4, x_d =        0
msg = 4788, time steps =   10, qsz =    2, switch = 1 t =    96740 ms. I_w =     -6 mA, erpm =        0, ax =      124, ay =     1047, az =     9773, gx = 0.02796 rad/s, theta =       -1 mrad, theta_d =       17 mrad, x =     -985, x_d =      -38
msg = 4789, time steps =   10, qsz =    2, switch = 1 t =    96760 ms. I_w =     44 mA, erpm =        0, ax =      297, ay =     1195, az =     9787, gx = 0.02156 rad/s, theta =       -2 mrad, theta_d =       13 mrad, x =     -980, x_d =       -9
msg = 4790, time steps =   10, qsz =    2, switch = 1 t =    96780 ms. I_w =     19 mA, erpm =        0, ax =      302, ay =     1085, az =     9810, gx = 0.01624 rad/s, theta =       -2 mrad, theta_d =       10 mrad, x =     -979, x_d =       -2
msg = 4791, time steps =   10, qsz =    2, switch = 1 t =    96801 ms. I_w =    -21 mA, erpm =        0, ax =      191, ay =      947, az =     9791, gx = 0.01624 rad/s, theta =       -2 mrad, theta_d =        8 mrad, x =     -978, x_d =        0
msg = 4792, time steps =   10, qsz =    2, switch = 1 t =    96821 ms. I_w =    -69 mA, erpm =        0, ax =      191, ay =      894, az =     9763, gx = 0.01943 rad/s, theta =       -3 mrad, theta_d =        5 mrad, x =     -978, x_d =        0
msg = 4793, time steps =   10, qsz =    2, switch = 1 t =    96841 ms. I_w =   -133 mA, erpm =        0, ax =       67, ay =      770, az =     9773, gx = 0.02902 rad/s, theta =       -3 mrad, theta_d =        3 mrad, x =     -978, x_d =        0
msg = 4794, time steps =   10, qsz =    2, switch = 1 t =    96861 ms. I_w =   -218 mA, erpm =        0, ax =      -33, ay =      841, az =     9763, gx = 0.03967 rad/s, theta =       -4 mrad, theta_d =        0 mrad, x =     -978, x_d =        0
msg = 4795, time steps =   10, qsz =    2, switch = 1 t =    96881 ms. I_w =   -323 mA, erpm =        0, ax =       19, ay =      861, az =     9773, gx = 0.04926 rad/s, theta =       -5 mrad, theta_d =       -4 mrad, x =     -978, x_d =        0
msg = 4796, time steps =   10, qsz =    2, switch = 1 t =    96902 ms. I_w =   -445 mA, erpm =        0, ax =      -33, ay =      822, az =     9777, gx = 0.05991 rad/s, theta =       -6 mrad, theta_d =       -9 mrad, x =     -978, x_d =        0
msg = 4797, time steps =   10, qsz =    2, switch = 1 t =    96922 ms. I_w =   -585 mA, erpm =        0, ax =       -4, ay =      789, az =     9763, gx = 0.07057 rad/s, theta =       -7 mrad, theta_d =      -14 mrad, x =     -978, x_d =        0
msg = 4798, time steps =   10, qsz =    2, switch = 1 t =    96942 ms. I_w =   -746 mA, erpm =        0, ax =       95, ay =      832, az =     9782, gx = 0.08228 rad/s, theta =       -9 mrad, theta_d =      -20 mrad, x =     -978, x_d =        0
msg = 4799, time steps =   10, qsz =    2, switch = 1 t =    96962 ms. I_w =   -923 mA, erpm =        0, ax =       47, ay =      798, az =     9796, gx = 0.09294 rad/s, theta =      -11 mrad, theta_d =      -26 mrad, x =     -978, x_d =        0
msg = 4800, time steps =   10, qsz =    2, switch = 1 t =    96982 ms. I_w =  -1115 mA, erpm =        0, ax =       95, ay =      755, az =     9773, gx = 0.10252 rad/s, theta =      -13 mrad, theta_d =      -33 mrad, x =     -978, x_d =        0
msg = 4801, time steps =   10, qsz =    2, switch = 1 t =    97003 ms. I_w =  -1322 mA, erpm =        0, ax =      143, ay =      865, az =     9763, gx = 0.11211 rad/s, theta =      -15 mrad, theta_d =      -40 mrad, x =     -978, x_d =        0
msg = 4802, time steps =   10, qsz =    2, switch = 1 t =    97023 ms. I_w =  -1533 mA, erpm =        0, ax =       62, ay =     1033, az =     9773, gx = 0.11317 rad/s, theta =      -17 mrad, theta_d =      -46 mrad, x =     -978, x_d =        0
msg = 4803, time steps =   10, qsz =    2, switch = 1 t =    97043 ms. I_w =  -1873 mA, erpm =      115, ax =       43, ay =     1090, az =     9754, gx = 0.10891 rad/s, theta =      -19 mrad, theta_d =      -52 mrad, x =     -988, x_d =      -48
msg = 4804, time steps =   10, qsz =    2, switch = 1 t =    97063 ms. I_w =  -2395 mA, erpm =      115, ax =        9, ay =     1224, az =     9754, gx = 0.10359 rad/s, theta =      -22 mrad, theta_d =      -57 mrad, x =    -1005, x_d =     -121
msg = 4805, time steps =   10, qsz =    2, switch = 1 t =    97083 ms. I_w =  -2489 mA, erpm =        0, ax =      -62, ay =     1578, az =     9824, gx = 0.08761 rad/s, theta =      -23 mrad, theta_d =      -60 mrad, x =    -1001, x_d =      -91
msg = 4806, time steps =   10, qsz =    2, switch = 1 t =    97104 ms. I_w =  -2255 mA, erpm =        0, ax =      -57, ay =     1831, az =     9810, gx = 0.05565 rad/s, theta =      -25 mrad, theta_d =      -61 mrad, x =     -989, x_d =      -23
msg = 4807, time steps =   10, qsz =    2, switch = 1 t =    97124 ms. I_w =  -2171 mA, erpm =        0, ax =     -119, ay =     1745, az =     9754, gx = 0.01837 rad/s, theta =      -25 mrad, theta_d =      -58 mrad, x =     -985, x_d =       -6
msg = 4808, time steps =   10, qsz =    2, switch = 1 t =    97144 ms. I_w =  -2081 mA, erpm =        0, ax =     -225, ay =     1439, az =     9721, gx = -0.00613 rad/s, theta =      -25 mrad, theta_d =      -53 mrad, x =     -984, x_d =       -1
msg = 4809, time steps =   10, qsz =    2, switch = 1 t =    97164 ms. I_w =  -1976 mA, erpm =        1, ax =     -239, ay =     1410, az =     9754, gx = -0.01891 rad/s, theta =      -25 mrad, theta_d =      -47 mrad, x =     -984, x_d =        0
msg = 4810, time steps =   10, qsz =    2, switch = 1 t =    97184 ms. I_w =  -1857 mA, erpm =        1, ax =     -316, ay =     1525, az =     9716, gx = -0.03170 rad/s, theta =      -25 mrad, theta_d =      -40 mrad, x =     -984, x_d =       -1
msg = 4811, time steps =   10, qsz =    2, switch = 1 t =    97205 ms. I_w =  -1682 mA, erpm =      -33, ax =     -364, ay =     1879, az =     9688, gx = -0.05300 rad/s, theta =      -24 mrad, theta_d =      -32 mrad, x =     -982, x_d =        8
msg = 4812, time steps =   10, qsz =    2, switch = 1 t =    97225 ms. I_w =  -1357 mA, erpm =      -33, ax =     -350, ay =     1970, az =     9707, gx = -0.08815 rad/s, theta =      -22 mrad, theta_d =      -22 mrad, x =     -977, x_d =       33
msg = 4813, time steps =   10, qsz =    2, switch = 1 t =    97245 ms. I_w =  -1093 mA, erpm =        0, ax =     -364, ay =     1912, az =     9693, gx = -0.11905 rad/s, theta =      -20 mrad, theta_d =      -10 mrad, x =     -978, x_d =       26
msg = 4814, time steps =   10, qsz =    2, switch = 1 t =    97265 ms. I_w =   -860 mA, erpm =        0, ax =     -282, ay =     1554, az =     9716, gx = -0.14355 rad/s, theta =      -17 mrad, theta_d =        2 mrad, x =     -981, x_d =        6
msg = 4815, time steps =   10, qsz =    2, switch = 1 t =    97285 ms. I_w =   -537 mA, erpm =        0, ax =     -210, ay =     1286, az =     9730, gx = -0.15526 rad/s, theta =      -14 mrad, theta_d =       16 mrad, x =     -982, x_d =        1
msg = 4816, time steps =   10, qsz =    2, switch = 1 t =    97306 ms. I_w =   -199 mA, erpm =        0, ax =     -110, ay =     1396, az =     9707, gx = -0.15952 rad/s, theta =      -11 mrad, theta_d =       29 mrad, x =     -982, x_d =        0
msg = 4817, time steps =   10, qsz =    2, switch = 1 t =    97326 ms. I_w =    143 mA, erpm =        0, ax =        9, ay =     1477, az =     9712, gx = -0.16911 rad/s, theta =       -8 mrad, theta_d =       41 mrad, x =     -982, x_d =        0
msg = 4818, time steps =   10, qsz =    2, switch = 1 t =    97346 ms. I_w =    517 mA, erpm =      -35, ax =       52, ay =     1009, az =     9707, gx = -0.16166 rad/s, theta =       -4 mrad, theta_d =       52 mrad, x =     -979, x_d =       14
msg = 4819, time steps =   10, qsz =    2, switch = 1 t =    97366 ms. I_w =    951 mA, erpm =     -109, ax =       62, ay =     1262, az =     9688, gx = -0.14142 rad/s, theta =       -1 mrad, theta_d =       61 mrad, x =     -970, x_d =       59
msg = 4820, time steps =   10, qsz =    2, switch = 1 t =    97386 ms. I_w =   1476 mA, erpm =     -109, ax =      143, ay =     1697, az =     9698, gx = -0.14142 rad/s, theta =        0 mrad, theta_d =       68 mrad, x =     -956, x_d =      118
msg = 4821, time steps =   10, qsz =    2, switch = 1 t =    97407 ms. I_w =   1667 mA, erpm =        0, ax =       91, ay =     1941, az =     9693, gx = -0.15526 rad/s, theta =        3 mrad, theta_d =       76 mrad, x =     -960, x_d =       87
msg = 4822, time steps =   10, qsz =    2, switch = 1 t =    97427 ms. I_w =   1636 mA, erpm =        0, ax =       28, ay =     1764, az =     9693, gx = -0.16485 rad/s, theta =        7 mrad, theta_d =       83 mrad, x =     -972, x_d =       22
msg = 4823, time steps =   10, qsz =    2, switch = 1 t =    97447 ms. I_w =   1825 mA, erpm =        0, ax =      -23, ay =     1286, az =     9698, gx = -0.15846 rad/s, theta =       10 mrad, theta_d =       90 mrad, x =     -975, x_d =        5
msg = 4824, time steps =   10, qsz =    2, switch = 1 t =    97467 ms. I_w =   2031 mA, erpm =        0, ax =     -100, ay =     1076, az =     9684, gx = -0.14035 rad/s, theta =       13 mrad, theta_d =       96 mrad, x =     -976, x_d =        1
msg = 4825, time steps =   10, qsz =    2, switch = 1 t =    97487 ms. I_w =   2203 mA, erpm =        0, ax =      -67, ay =      999, az =     9726, gx = -0.12224 rad/s, theta =       16 mrad, theta_d =       99 mrad, x =     -976, x_d =        0
msg = 4826, time steps =   10, qsz =    2, switch = 1 t =    97508 ms. I_w =   2336 mA, erpm =        0, ax =      -14, ay =      947, az =     9735, gx = -0.10733 rad/s, theta =       18 mrad, theta_d =      100 mrad, x =     -976, x_d =        0
msg = 4827, time steps =   10, qsz =    2, switch = 1 t =    97528 ms. I_w =   2433 mA, erpm =        0, ax =       19, ay =      875, az =     9740, gx = -0.09242 rad/s, theta =       20 mrad, theta_d =       99 mrad, x =     -976, x_d =        0
msg = 4828, time steps =   10, qsz =    2, switch = 1 t =    97548 ms. I_w =   2498 mA, erpm =        0, ax =       91, ay =      679, az =     9759, gx = -0.07750 rad/s, theta =       21 mrad, theta_d =       98 mrad, x =     -976, x_d =        0
msg = 4829, time steps =   10, qsz =    2, switch = 1 t =    97568 ms. I_w =   2368 mA, erpm =      116, ax =      100, ay =      660, az =     9773, gx = -0.04874 rad/s, theta =       23 mrad, theta_d =       94 mrad, x =     -986, x_d =      -49
msg = 4830, time steps =   10, qsz =    2, switch = 1 t =    97588 ms. I_w =   1975 mA, erpm =       23, ax =       76, ay =      655, az =     9759, gx = -0.01891 rad/s, theta =       23 mrad, theta_d =       88 mrad, x =    -1000, x_d =     -107
msg = 4831, time steps =   10, qsz =    2, switch = 1 t =    97609 ms. I_w =   2138 mA, erpm =       23, ax =       76, ay =     1071, az =     9716, gx = 0.00772 rad/s, theta =       23 mrad, theta_d =       80 mrad, x =     -990, x_d =      -49
msg = 4832, time steps =   10, qsz =    2, switch = 1 t =    97629 ms. I_w =   2097 mA, erpm =        0, ax =       86, ay =     1578, az =     9707, gx = 0.00665 rad/s, theta =       23 mrad, theta_d =       72 mrad, x =     -986, x_d =      -27
msg = 4833, time steps =   10, qsz =    2, switch = 1 t =    97649 ms. I_w =   2098 mA, erpm =        0, ax =       86, ay =     1487, az =     9754, gx = -0.00613 rad/s, theta =       23 mrad, theta_d =       65 mrad, x =     -982, x_d =       -7
msg = 4834, time steps =   10, qsz =    2, switch = 1 t =    97669 ms. I_w =   1910 mA, erpm =      114, ax =       95, ay =      798, az =     9754, gx = -0.00187 rad/s, theta =       23 mrad, theta_d =       60 mrad, x =     -991, x_d =      -50
msg = 4835, time steps =   10, qsz =    2, switch = 1 t =    97689 ms. I_w =   1462 mA, erpm =      113, ax =       57, ay =      249, az =     9740, gx = 0.03328 rad/s, theta =       23 mrad, theta_d =       53 mrad, x =    -1008, x_d =     -120
msg = 4836, time steps =   10, qsz =    2, switch = 1 t =    97710 ms. I_w =   1171 mA, erpm =      113, ax =      105, ay =      679, az =     9740, gx = 0.07802 rad/s, theta =       22 mrad, theta_d =       42 mrad, x =    -1014, x_d =     -138
msg = 4837, time steps =   10, qsz =    2, switch = 1 t =    97730 ms. I_w =    958 mA, erpm =       17, ax =      210, ay =     1329, az =     9744, gx = 0.08867 rad/s, theta =       20 mrad, theta_d =       30 mrad, x =    -1012, x_d =     -114
msg = 4838, time steps =   10, qsz =    2, switch = 1 t =    97750 ms. I_w =   1049 mA, erpm =       17, ax =      306, ay =     1721, az =     9749, gx = 0.07376 rad/s, theta =       18 mrad, theta_d =       20 mrad, x =     -999, x_d =      -45
msg = 4839, time steps =   10, qsz =    2, switch = 1 t =    97770 ms. I_w =    910 mA, erpm =       22, ax =      378, ay =     1726, az =     9763, gx = 0.04607 rad/s, theta =       17 mrad, theta_d =       13 mrad, x =     -999, x_d =      -41
msg = 4840, time steps =   10, qsz =    2, switch = 1 t =    97790 ms. I_w =    821 mA, erpm =       65, ax =      369, ay =     1176, az =     9777, gx = 0.03435 rad/s, theta =       16 mrad, theta_d =        8 mrad, x =    -1000, x_d =      -44
msg = 4841, time steps =   10, qsz =    2, switch = 1 t =    97811 ms. I_w =    589 mA, erpm =       65, ax =      282, ay =      837, az =     9763, gx = 0.03967 rad/s, theta =       16 mrad, theta_d =        4 mrad, x =    -1008, x_d =      -73
msg = 4842, time steps =   10, qsz =    2, switch = 1 t =    97831 ms. I_w =    506 mA, erpm =       11, ax =      268, ay =      727, az =     9773, gx = 0.05352 rad/s, theta =       15 mrad, theta_d =        0 mrad, x =    -1006, x_d =      -57
msg = 4843, time steps =   10, qsz =    2, switch = 1 t =    97851 ms. I_w =    511 mA, erpm =      101, ax =      311, ay =      626, az =     9773, gx = 0.07270 rad/s, theta =       13 mrad, theta_d =       -6 mrad, x =    -1003, x_d =      -39
msg = 4844, time steps =   10, qsz =    2, switch = 1 t =    97871 ms. I_w =     18 mA, erpm =      101, ax =      330, ay =      894, az =     9773, gx = 0.08761 rad/s, theta =       12 mrad, theta_d =      -13 mrad, x =    -1018, x_d =     -106
msg = 4845, time steps =   10, qsz =    2, switch = 1 t =    97891 ms. I_w =   -192 mA, erpm =        7, ax =      417, ay =     1229, az =     9744, gx = 0.09081 rad/s, theta =       10 mrad, theta_d =      -20 mrad, x =    -1018, x_d =      -95
msg = 4846, time steps =   10, qsz =    2, switch = 1 t =    97912 ms. I_w =     86 mA, erpm =        7, ax =      896, ay =     7567, az =     9684, gx = -0.07857 rad/s, theta =       10 mrad, theta_d =      -18 mrad, x =    -1006, x_d =      -31
msg = 4847, time steps =   10, qsz =    2, switch = 1 t =    97932 ms. I_w =    730 mA, erpm =       62, ax =      647, ay =     3385, az =     9707, gx = -0.38855 rad/s, theta =       16 mrad, theta_d =       10 mrad, x =    -1008, x_d =      -38
msg = 4848, time steps =   10, qsz =    2, switch = 1 t =    97952 ms. I_w =   1571 mA, erpm =        2, ax =     -129, ay =    -5735, az =     9730, gx = -0.38429 rad/s, theta =       24 mrad, theta_d =       48 mrad, x =    -1014, x_d =      -59
msg = 4849, time steps =   10, qsz =    2, switch = 1 t =    97972 ms. I_w =   2191 mA, erpm =        2, ax =       67, ay =    -7231, az =     9871, gx = -0.06578 rad/s, theta =       28 mrad, theta_d =       59 mrad, x =    -1006, x_d =      -17
msg = 4850, time steps =   10, qsz =    2, switch = 1 t =    97992 ms. I_w =   1965 mA, erpm =        0, ax =      479, ay =    -2542, az =     9810, gx = 0.18774 rad/s, theta =       26 mrad, theta_d =       44 mrad, x =    -1004, x_d =       -5
msg = 4851, time steps =   10, qsz =    2, switch = 1 t =    98013 ms. I_w =   1450 mA, erpm =        0, ax =      901, ay =     4838, az =     9628, gx = 0.18242 rad/s, theta =       21 mrad, theta_d =       21 mrad, x =    -1003, x_d =       -1
msg = 4852, time steps =   10, qsz =    2, switch = 1 t =    98033 ms. I_w =   1176 mA, erpm =      106, ax =     1064, ay =     8155, az =     9604, gx = -0.10733 rad/s, theta =       21 mrad, theta_d =       18 mrad, x =    -1014, x_d =      -52
msg = 4853, time steps =   10, qsz =    2, switch = 1 t =    98053 ms. I_w =   1529 mA, erpm =       10, ax =      666, ay =     4498, az =     9698, gx = -0.36298 rad/s, theta =       27 mrad, theta_d =       43 mrad, x =    -1022, x_d =      -85
msg = 4854, time steps =   10, qsz =    2, switch = 1 t =    98073 ms. I_w =   2638 mA, erpm =       10, ax =      210, ay =    -1791, az =     9735, gx = -0.38642 rad/s, theta =       35 mrad, theta_d =       75 mrad, x =    -1012, x_d =      -31
msg = 4855, time steps =   10, qsz =    2, switch = 1 t =    98093 ms. I_w =   3300 mA, erpm =        0, ax =      311, ay =    -4750, az =     9838, gx = -0.20213 rad/s, theta =       41 mrad, theta_d =       93 mrad, x =    -1009, x_d =      -13
msg = 4856, time steps =   10, qsz =    2, switch = 1 t =    98114 ms. I_w =   3383 mA, erpm =        0, ax =      402, ay =    -3575, az =     9936, gx = 0.03009 rad/s, theta =       41 mrad, theta_d =       88 mrad, x =    -1007, x_d =       -3
msg = 4857, time steps =   10, qsz =    2, switch = 1 t =    98134 ms. I_w =   3044 mA, erpm =        0, ax =      541, ay =      363, az =     9777, gx = 0.14087 rad/s, theta =       39 mrad, theta_d =       70 mrad, x =    -1006, x_d =        0
msg = 4858, time steps =   10, qsz =    2, switch = 1 t =    98154 ms. I_w =   2694 mA, erpm =        0, ax =     1145, ay =     4116, az =     9618, gx = 0.06950 rad/s, theta =       37 mrad, theta_d =       54 mrad, x =    -1006, x_d =        0
msg = 4859, time steps =   10, qsz =    2, switch = 1 t =    98174 ms. I_w =   2667 mA, erpm =        0, ax =     1208, ay =     4465, az =     9656, gx = -0.09242 rad/s, theta =       38 mrad, theta_d =       52 mrad, x =    -1006, x_d =        0
msg = 4860, time steps =   10, qsz =    2, switch = 1 t =    98194 ms. I_w =   2853 mA, erpm =       99, ax =      834, ay =     1788, az =     9801, gx = -0.20320 rad/s, theta =       41 mrad, theta_d =       63 mrad, x =    -1015, x_d =      -41
msg = 4861, time steps =   10, qsz =    2, switch = 1 t =    98215 ms. I_w =   2937 mA, erpm =        4, ax =      594, ay =    -1084, az =     9838, gx = -0.17870 rad/s, theta =       45 mrad, theta_d =       75 mrad, x =    -1026, x_d =      -89
msg = 4862, time steps =   10, qsz =    2, switch = 1 t =    98235 ms. I_w =   3401 mA, erpm =        4, ax =      407, ay =    -2552, az =     9815, gx = -0.05833 rad/s, theta =       47 mrad, theta_d =       78 mrad, x =    -1015, x_d =      -27
msg = 4863, time steps =   10, qsz =    2, switch = 1 t =    98255 ms. I_w =   3340 mA, erpm =        0, ax =      282, ay =    -1486, az =     9777, gx = 0.07696 rad/s, theta =       47 mrad, theta_d =       68 mrad, x =    -1011, x_d =       -9
msg = 4864, time steps =   10, qsz =    2, switch = 1 t =    98275 ms. I_w =   3023 mA, erpm =      126, ax =      561, ay =      689, az =     9754, gx = 0.13022 rad/s, theta =       44 mrad, theta_d =       51 mrad, x =    -1014, x_d =      -22
msg = 4865, time steps =   10, qsz =    2, switch = 1 t =    98295 ms. I_w =   2187 mA, erpm =      126, ax =      843, ay =     2233, az =     9721, gx = 0.10891 rad/s, theta =       42 mrad, theta_d =       35 mrad, x =    -1037, x_d =     -125
msg = 4866, time steps =   10, qsz =    2, switch = 1 t =    98316 ms. I_w =   1886 mA, erpm =       40, ax =      920, ay =     2276, az =     9726, gx = 0.05565 rad/s, theta =       40 mrad, theta_d =       25 mrad, x =    -1040, x_d =     -126
msg = 4867, time steps =   10, qsz =    2, switch = 1 t =    98336 ms. I_w =   2043 mA, erpm =       40, ax =      968, ay =     1573, az =     9773, gx = 0.01198 rad/s, theta =       40 mrad, theta_d =       21 mrad, x =    -1030, x_d =      -70
msg = 4868, time steps =   10, qsz =    2, switch = 1 t =    98356 ms. I_w =   1960 mA, erpm =      123, ax =      834, ay =       43, az =     9824, gx = 0.01304 rad/s, theta =       40 mrad, theta_d =       18 mrad, x =    -1036, x_d =      -91
msg = 4869, time steps =   10, qsz =    2, switch = 1 t =    98376 ms. I_w =   1593 mA, erpm =       40, ax =      652, ay =    -1170, az =     9810, gx = 0.08441 rad/s, theta =       39 mrad, theta_d =       11 mrad, x =    -1046, x_d =     -127
msg = 4870, time steps =   10, qsz =    2, switch = 1 t =    98396 ms. I_w =   1530 mA, erpm =       40, ax =      656, ay =     -725, az =     9763, gx = 0.17070 rad/s, theta =       36 mrad, theta_d =       -2 mrad, x =    -1036, x_d =      -70
msg = 4871, time steps =   10, qsz =    2, switch = 1 t =    98417 ms. I_w =   1077 mA, erpm =      138, ax =      666, ay =      803, az =     9721, gx = 0.21118 rad/s, theta =       32 mrad, theta_d =      -20 mrad, x =    -1040, x_d =      -85
msg = 4872, time steps =   10, qsz =    2, switch = 1 t =    98437 ms. I_w =    318 mA, erpm =      138, ax =      733, ay =     1998, az =     9754, gx = 0.18774 rad/s, theta =       28 mrad, theta_d =      -37 mrad, x =    -1057, x_d =     -153
msg = 4873, time steps =   10, qsz =    2, switch = 1 t =    98457 ms. I_w =     85 mA, erpm =       25, ax =      762, ay =     1955, az =     9768, gx = 0.13341 rad/s, theta =       25 mrad, theta_d =      -47 mrad, x =    -1052, x_d =     -116
msg = 4874, time steps =   10, qsz =    2, switch = 1 t =    98477 ms. I_w =    140 mA, erpm =      122, ax =      863, ay =     2094, az =     9773, gx = 0.07057 rad/s, theta =       23 mrad, theta_d =      -51 mrad, x =    -1047, x_d =      -83
msg = 4875, time steps =   10, qsz =    2, switch = 1 t =    98497 ms. I_w =   -149 mA, erpm =      122, ax =      815, ay =     1014, az =     9782, gx = 0.02583 rad/s, theta =       22 mrad, theta_d =      -50 mrad, x =    -1061, x_d =     -137
msg = 4876, time steps =   10, qsz =    2, switch = 1 t =    98518 ms. I_w =   -143 mA, erpm =       65, ax =      680, ay =     -463, az =     9829, gx = 0.03754 rad/s, theta =       21 mrad, theta_d =      -48 mrad, x =    -1061, x_d =     -127
msg = 4877, time steps =   10, qsz =    2, switch = 1 t =    98538 ms. I_w =    -73 mA, erpm =      109, ax =      608, ay =     -797, az =     9852, gx = 0.08654 rad/s, theta =       20 mrad, theta_d =      -50 mrad, x =    -1058, x_d =     -101
msg = 4878, time steps =   10, qsz =    2, switch = 1 t =    98558 ms. I_w =   -392 mA, erpm =      109, ax =      652, ay =      258, az =     9805, gx = 0.12383 rad/s, theta =       18 mrad, theta_d =      -56 mrad, x =    -1066, x_d =     -129
msg = 4879, time steps =   10, qsz =    2, switch = 1 t =    98578 ms. I_w =   -555 mA, erpm =        0, ax =      757, ay =     1434, az =     9768, gx = 0.10785 rad/s, theta =       15 mrad, theta_d =      -61 mrad, x =    -1064, x_d =     -104
msg = 4880, time steps =   10, qsz =    2, switch = 1 t =    98598 ms. I_w =   -287 mA, erpm =        0, ax =      800, ay =     2161, az =     9768, gx = 0.04500 rad/s, theta =       14 mrad, theta_d =      -62 mrad, x =    -1049, x_d =      -27
msg = 4881, time steps =   10, qsz =    2, switch = 1 t =    98619 ms. I_w =   -191 mA, erpm =       49, ax =      815, ay =     1678, az =     9796, gx = -0.01998 rad/s, theta =       14 mrad, theta_d =      -56 mrad, x =    -1050, x_d =      -27
msg = 4882, time steps =   10, qsz =    2, switch = 1 t =    98639 ms. I_w =   -149 mA, erpm =        2, ax =      709, ay =      416, az =     9796, gx = -0.04554 rad/s, theta =       15 mrad, theta_d =      -47 mrad, x =    -1054, x_d =      -46
msg = 4883, time steps =   10, qsz =    2, switch = 1 t =    98659 ms. I_w =    145 mA, erpm =        2, ax =      556, ay =     -429, az =     9801, gx = -0.01998 rad/s, theta =       15 mrad, theta_d =      -40 mrad, x =    -1048, x_d =      -13
msg = 4884, time steps =   10, qsz =    2, switch = 1 t =    98679 ms. I_w =    226 mA, erpm =        0, ax =      546, ay =     -176, az =     9787, gx = 0.02583 rad/s, theta =       15 mrad, theta_d =      -37 mrad, x =    -1047, x_d =       -4
msg = 4885, time steps =   10, qsz =    2, switch = 1 t =    98699 ms. I_w =    200 mA, erpm =        0, ax =      580, ay =      727, az =     9759, gx = 0.04820 rad/s, theta =       14 mrad, theta_d =      -38 mrad, x =    -1046, x_d =       -1
msg = 4886, time steps =   10, qsz =    2, switch = 1 t =    98720 ms. I_w =     18 mA, erpm =      120, ax =      671, ay =     1788, az =     9730, gx = 0.02263 rad/s, theta =       14 mrad, theta_d =      -37 mrad, x =    -1057, x_d =      -51
msg = 4887, time steps =   10, qsz =    2, switch = 1 t =    98740 ms. I_w =   -207 mA, erpm =       26, ax =      800, ay =     2075, az =     9744, gx = -0.03489 rad/s, theta =       14 mrad, theta_d =      -33 mrad, x =    -1068, x_d =      -98
msg = 4888, time steps =   10, qsz =    2, switch = 1 t =    98760 ms. I_w =    208 mA, erpm =       26, ax =      882, ay =     1688, az =     9801, gx = -0.08496 rad/s, theta =       15 mrad, theta_d =      -23 mrad, x =    -1060, x_d =      -50
msg = 4889, time steps =   10, qsz =    2, switch = 1 t =    98780 ms. I_w =    565 mA, erpm =        0, ax =      887, ay =      631, az =     9819, gx = -0.10839 rad/s, theta =       17 mrad, theta_d =      -12 mrad, x =    -1056, x_d =      -26
msg = 4890, time steps =   10, qsz =    2, switch = 1 t =    98800 ms. I_w =    905 mA, erpm =        0, ax =      882, ay =     -247, az =     9815, gx = -0.08709 rad/s, theta =       19 mrad, theta_d =       -2 mrad, x =    -1052, x_d =       -6
msg = 4891, time steps =   10, qsz =    2, switch = 1 t =    98821 ms. I_w =   1076 mA, erpm =        0, ax =      839, ay =     -271, az =     9801, gx = -0.04128 rad/s, theta =       20 mrad, theta_d =        3 mrad, x =    -1051, x_d =       -1
msg = 4892, time steps =   10, qsz =    2, switch = 1 t =    98841 ms. I_w =   1132 mA, erpm =        0, ax =      867, ay =      459, az =     9782, gx = -0.01039 rad/s, theta =       21 mrad, theta_d =        4 mrad, x =    -1051, x_d =        0
msg = 4893, time steps =   10, qsz =    2, switch = 1 t =    98861 ms. I_w =   1154 mA, erpm =        0, ax =      973, ay =     1286, az =     9777, gx = -0.01572 rad/s, theta =       21 mrad, theta_d =        5 mrad, x =    -1051, x_d =        0
msg = 4894, time steps =   10, qsz =    2, switch = 1 t =    98881 ms. I_w =   1063 mA, erpm =      126, ax =      973, ay =     1664, az =     9773, gx = -0.04768 rad/s, theta =       22 mrad, theta_d =        7 mrad, x =    -1062, x_d =      -53
msg = 4895, time steps =   10, qsz =    2, switch = 1 t =    98901 ms. I_w =    822 mA, erpm =       53, ax =      915, ay =     1238, az =     9777, gx = -0.07111 rad/s, theta =       23 mrad, theta_d =       12 mrad, x =    -1078, x_d =     -121
msg = 4896, time steps =   10, qsz =    2, switch = 1 t =    98922 ms. I_w =   1158 mA, erpm =       53, ax =      858, ay =      507, az =     9796, gx = -0.06791 rad/s, theta =       24 mrad, theta_d =       18 mrad, x =    -1071, x_d =      -81
